Student ID,Unit Name,Action,Timestamp
23001,juju,logout,2025-03-24 14:53:19
23001,juju,login,2025-03-24 14:53:13
23001,tutu,logout,2025-03-24 14:50:23
23001,tutu,login,2025-03-24 14:50:12
23001,gigi,login,2025-03-24 14:43:17
23001,python,logout,2025-03-24 14:21:10
23001,python,login,2025-03-24 14:20:58
